country,retailer,retailer_slug,product_family,brand,device_type,model,capacity_gb,product_code,offer_type,price_value,price_text,price_unit,term_months,in_stock,data_quality_tier,price_capture_kind,extracted_at,source_url,source_title,source_snapshot,source_snapshots
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S25,256,,renting_no_insurance,24.99,24.99 EUR,EUR/month,36,True,santander_api_live,api_exact,2026-03-25T10:09:23.465925+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S25/p/SM-S931BZSGEUB?previousPriceSelected=renting,Galaxy S25,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S25,256,,renting_with_insurance,27.0,27.00 EUR,EUR/month,36,True,santander_api_live,api_exact,2026-03-25T10:09:23.465925+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S25/p/SM-S931BZSGEUB?previousPriceSelected=renting,Galaxy S25,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S25,256,,financing_max_term,30.21,30.21 EUR,EUR/month,30,True,santander_api_live,api_exact,2026-03-25T10:09:23.465925+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S25/p/SM-S931BZSGEUB?previousPriceSelected=renting,Galaxy S25,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S25,256,,financing_max_term,35.05,35.05 EUR,EUR/month,24,True,santander_api_live,api_exact,2026-03-25T10:09:23.465925+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S25/p/SM-S931BZSGEUB?previousPriceSelected=renting,Galaxy S25,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S25,256,,financing_max_term,45.45,45.45 EUR,EUR/month,18,True,santander_api_live,api_exact,2026-03-25T10:09:23.465925+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S25/p/SM-S931BZSGEUB?previousPriceSelected=renting,Galaxy S25,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S25,256,,financing_max_term,66.58,66.58 EUR,EUR/month,12,True,santander_api_live,api_exact,2026-03-25T10:09:23.465925+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S25/p/SM-S931BZSGEUB?previousPriceSelected=renting,Galaxy S25,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S25,256,,financing_max_term,133.17,133.17 EUR,EUR/month,6,True,santander_api_live,api_exact,2026-03-25T10:09:23.465925+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S25/p/SM-S931BZSGEUB?previousPriceSelected=renting,Galaxy S25,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S25,256,,financing_max_term,266.33,266.33 EUR,EUR/month,3,True,santander_api_live,api_exact,2026-03-25T10:09:23.465925+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S25/p/SM-S931BZSGEUB?previousPriceSelected=renting,Galaxy S25,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S25,256,,cash,799.0,799.00 EUR,EUR,,True,santander_api_live,api_exact,2026-03-25T10:09:23.465925+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S25/p/SM-S931BZSGEUB?previousPriceSelected=renting,Galaxy S25,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,tablet,Samsung Galaxy Tab A11+ Wifi,128,,renting_no_insurance,8.99,8.99 EUR,EUR/month,36,True,santander_api_live,api_exact,2026-03-25T10:09:23.788828+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/Tablets/Galaxy-Tab-A11%2B/p/SM-X230NZAREUB?previousPriceSelected=renting,Galaxy Tab A11+ Wifi,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,tablet,Samsung Galaxy Tab A11+ Wifi,128,,financing_max_term,7.9,7.90 EUR,EUR/month,30,True,santander_api_live,api_exact,2026-03-25T10:09:23.788828+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/Tablets/Galaxy-Tab-A11%2B/p/SM-X230NZAREUB?previousPriceSelected=renting,Galaxy Tab A11+ Wifi,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,tablet,Samsung Galaxy Tab A11+ Wifi,128,,financing_max_term,9.17,9.17 EUR,EUR/month,24,True,santander_api_live,api_exact,2026-03-25T10:09:23.788828+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/Tablets/Galaxy-Tab-A11%2B/p/SM-X230NZAREUB?previousPriceSelected=renting,Galaxy Tab A11+ Wifi,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,tablet,Samsung Galaxy Tab A11+ Wifi,128,,financing_max_term,11.89,11.89 EUR,EUR/month,18,True,santander_api_live,api_exact,2026-03-25T10:09:23.788828+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/Tablets/Galaxy-Tab-A11%2B/p/SM-X230NZAREUB?previousPriceSelected=renting,Galaxy Tab A11+ Wifi,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,tablet,Samsung Galaxy Tab A11+ Wifi,128,,financing_max_term,17.42,17.42 EUR,EUR/month,12,True,santander_api_live,api_exact,2026-03-25T10:09:23.788828+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/Tablets/Galaxy-Tab-A11%2B/p/SM-X230NZAREUB?previousPriceSelected=renting,Galaxy Tab A11+ Wifi,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,tablet,Samsung Galaxy Tab A11+ Wifi,128,,financing_max_term,34.83,34.83 EUR,EUR/month,6,True,santander_api_live,api_exact,2026-03-25T10:09:23.788828+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/Tablets/Galaxy-Tab-A11%2B/p/SM-X230NZAREUB?previousPriceSelected=renting,Galaxy Tab A11+ Wifi,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,tablet,Samsung Galaxy Tab A11+ Wifi,128,,financing_max_term,69.67,69.67 EUR,EUR/month,3,True,santander_api_live,api_exact,2026-03-25T10:09:23.788828+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/Tablets/Galaxy-Tab-A11%2B/p/SM-X230NZAREUB?previousPriceSelected=renting,Galaxy Tab A11+ Wifi,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,tablet,Samsung Galaxy Tab A11+ Wifi,128,,cash,209.0,209.00 EUR,EUR,,True,santander_api_live,api_exact,2026-03-25T10:09:23.788828+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/Tablets/Galaxy-Tab-A11%2B/p/SM-X230NZAREUB?previousPriceSelected=renting,Galaxy Tab A11+ Wifi,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,laptop,Samsung Galaxy Book4 15,512,,renting_with_insurance,27.99,27.99 EUR,EUR/month,36,True,santander_api_live,api_exact,2026-03-25T10:09:27.369744+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/Port%C3%A1tiles/Samsung-Galaxy-Book4-15%2C6%22-i5-16GB-512GB/p/NP754XGJ-KG2ES?previousPriceSelected=renting,"Samsung Galaxy Book4 15,6"" / i5 / 16GB / 512GB",,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S26 5G,256,,renting_no_insurance,25.99,25.99 EUR,EUR/month,36,True,santander_api_live,api_exact,2026-03-25T10:09:27.817229+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S26/p/SM-S942BZKGEUB?previousPriceSelected=renting,Galaxy S26 5G,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S26 5G,256,,renting_with_insurance,28.99,28.99 EUR,EUR/month,36,True,santander_api_live,api_exact,2026-03-25T10:09:27.817229+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S26/p/SM-S942BZKGEUB?previousPriceSelected=renting,Galaxy S26 5G,,
ES,Santander Boutique,santander_boutique,Samsung,Samsung,mobile,Samsung Galaxy S26 5G,256,,financing_max_term,37.77,37.77 EUR,EUR/month,30,True,santander_api_live,api_exact,2026-03-25T10:09:27.817229+00:00,https://boutique.bancosantander.es/es/Cat%C3%A1logo/Electr%C3%B3nica/M%C3%B3viles/Galaxy-S26/p/SM-S942BZKGEUB?previousPriceSelected=renting,Galaxy S26 5G,,
